species_old,species,Genus,Family,Order,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Coturnix sp./Desertas,Coturnix_sp./Bugio,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,16.62,8.15,5.07,6.19,28.45,121.43,32.49,45.9,152.94,EP,EP,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Coturnix sp./Graciosa,Coturnix_sp./Graciosa,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,15.73,7.74,4.83,5.71,25.88,116.15,33.84,42.17,118.87,EP,EP,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Coturnix sp./SantaMaria,Coturnix_sp./SantaMaria,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,16.68,8.23,5.11,6.05,28.36,120.24,34.1,44.95,148.33,EP,EP,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Coua berthae,Coua_berthae,Coua,Cuculidae,Cuculiformes,CUCULIFORMES,Cuculidae,Coua,30.03,15.76,8,11.14,58.22,171.14,10.57,235.47,235.29,EP,EP,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Coua delalandei,Coua_delalandei,Coua,Cuculidae,Cuculiformes,CUCULIFORMES,Cuculidae,Coua,46.61,25.99,11.26,18.23,73.6,210.5,29.75,273.5,466.49,EH,EH,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Coua primaeva,Coua_primaeva,Coua,Cuculidae,Cuculiformes,CUCULIFORMES,Cuculidae,Coua,29.32,15.37,7.85,10.92,56.38,168.52,10.44,231.94,218.48,EP,EP,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Cremaster tytthus,Cremaster_tytthus,Cremaster,Icteridae,Passeriformes,PASSERIFORMES,Icteridae,Extinct,26.17,17.19,6.26,8.59,30.16,116.17,23.47,97.8,64.16,EPU,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Cryptopsar ischyrhynchus,Cryptopsar_ischyrhynchus,Cryptopsar,Sturnidae,Passeriformes,PASSERIFORMES,Sturnidae,Extinct,28.19,16.41,6.13,7.41,35.69,141.93,30.78,103.82,109.64,EP,EP,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Cyanopsitta spixii,Cyanopsitta_spixii,Cyanopsitta,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Cyanopsitta,33.3,31.4,15.2,30.4,21.8,277.4,104.8,351.5,200,EW,EW,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Cyanoramphus ulietanus,Cyanoramphus_ulietanus,Cyanoramphus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Cyanoramphus,22.39,17.54,12.65,19.04,19.61,128,45.22,140,107.15,EH,EH,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Cyanoramphus zealandicus,Cyanoramphus_zealandicus,Cyanoramphus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Cyanoramphus,23.14,17.8,10.72,18.21,22.44,144,47.48,156,114.64,EH,EH,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Cygnus equitum,Cygnus_equitum,Cygnus,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Cygnus,69.63,39.44,22.37,18.62,80.76,435.13,189.31,132.18,3750,EPU,EP,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Cygnus falconeri,Cygnus_falconeri,Cygnus,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Cygnus,114.72,65.32,35.11,31.15,129.6,711.89,284.13,216.31,17500,EPU,EP,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Cygnus sumnerensis,Cygnus_sumnerensis,Cygnus,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Cygnus,54.51,28.46,15.99,13.6,76.96,332.78,131.31,101.15,1000,EH,EH,Yes,New Zealand,-41.437598,174.075856,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA
Dendragapus gilli,Dendragapus_gilli,Dendragapus,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Dendragapus,29.77,15.08,10.22,11.11,45.95,244.78,81.24,142.44,1110.1,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Dendrocygna sp./Aitutaki,Dendrocygna_sp./Aitutaki,Dendrocygna,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Dendrocygna,48.63,30.25,16.98,15.15,51.09,224.41,70.84,68.35,1150,EP,EP,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Dendroscansor decurvirostris,Dendroscansor_decurvirostris,Dendroscansor,Acanthisittidae,Passeriformes,PASSERIFORMES,Acanthisittidae,Extinct,16.5,9.47,3.3,3.39,24.32,53.17,8.49,32.16,30,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Diaphorapteryx hawkinsi,Diaphorapteryx_hawkinsi,Diaphorapteryx,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,82.06,53.34,10.23,17.02,66.47,218.14,29.14,114.38,2000,EH,EH,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Didunculus placopedetes,Didunculus_placopedetes,Didunculus,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Didunculus,28.24,15.91,8.49,11.29,35.36,193.31,54.3,107.8,400,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Dinornis novaezealandiae,Dinornis_novaezealandiae,Dinornis,Dinornithidae,Dinornithiformes,Extinct,Extinct,Extinct,120.92,51.58,46.56,41.05,322.57,446.93,15.57,115.4,150000,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Dinornis robustus,Dinornis_robustus,Dinornis,Dinornithidae,Dinornithiformes,Extinct,Extinct,Extinct,142.06,59.08,52.62,46.61,401.81,547.94,18.2,139.79,238000,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Drepanis funerea,Drepanis_funerea,Drepanis,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Vestiaria,49.9,39,5.2,7.75,30.65,103.75,25.9,70.2,33.75,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Drepanis pacifica,Drepanis_pacifica,Drepanis,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Vestiaria,47.38,37.08,4.75,6.88,28.98,102.2,29.02,69,30.37,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Dromaius baudinianus,Dromaius_baudinianus,Dromaius,Casuariidae,Struthioniformes,CASUARIIFORMES,Dromaiidae,Dromaius,68.36,23.89,19.92,17.72,267.34,145.92,0.15,239.35,16255.74,EH,EH,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Dromaius minor,Dromaius_minor,Dromaius,Casuariidae,Struthioniformes,CASUARIIFORMES,Dromaiidae,Dromaius,69.89,25.21,21.15,18.78,263.15,147.4,0.16,242.64,21500,EH,EH,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Dryolimnas augusti,Dryolimnas_augusti,Dryolimnas,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Dryolimnas,45.64,25.78,5.07,9.26,53.25,165.62,25.75,67.61,300.07,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Dryolimnas chekei,Dryolimnas_chekei,Dryolimnas,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Dryolimnas,40.64,22.17,4.36,7.2,49.77,146.37,20.61,61.7,165.73,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Ducula david,Ducula_david,Ducula,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Ducula,31.16,15.36,6.98,6.87,33.91,237.45,71.97,149.93,534.72,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Ducula harrisoni,Ducula_harrisoni,Ducula,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Ducula,35.91,17.48,7.77,7.78,38.82,275.43,80.92,166.26,694.51,EP,EP,Yes,Pitcairn Islands,-24.367163,-128.327394,NA,NA,NA,NA,NA,NA
Ducula lakeba,Ducula_lakeba,Ducula,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Ducula,35.87,17.47,7.87,7.98,39.13,272.18,81.21,171.14,766.32,EP,EP,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Ducula shutleri,Ducula_shutleri,Ducula,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Ducula,32.55,16.13,7.54,7.59,37.39,239.67,76.19,162.52,755.3,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Ducula tihonireasini,Ducula_tihonireasini,Ducula,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Ducula,29.36,14.5,6.65,6.48,31.75,224.16,69.94,140.63,453.42,EP,EP,Yes,Gambier Islands,-22.430041,-135.43067,NA,NA,NA,NA,NA,NA
Dysmorodrepanis munroi,Dysmorodrepanis_munroi,Dysmorodrepanis,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,16.95,11.31,6.08,7.61,21.4,86.3,20.49,52,26.56,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Dysmoropelia dekarchiskos,Dysmoropelia_dekarchiskos,Dysmoropelia,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Extinct,27.56,13.31,4.98,6.21,35.12,201.21,54.37,129.38,297.79,EP,EP,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Eclectus cf.infectus,Eclectus_cf.infectus,Eclectus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Eclectus,39.95,31.31,18.13,30.87,24.74,223.79,82.27,123.53,495.2,EP,EP,Yes,New Hebrides / Vanuatu,-15.880916,167.814649,NA,NA,NA,NA,NA,NA
Eclectus infectus,Eclectus_infectus,Eclectus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Eclectus,42.61,33.15,19.12,32.8,26.49,238.74,87.65,133.35,490.98,EH,EH,Yes,Niue and Tonga Islands,-20.083178,-172.434056,New Hebrides / Vanuatu,-15.880916,167.814649,NA,NA,NA
Ectopistes migratorius,Ectopistes_migratorius,Ectopistes,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Extinct,19.82,10.24,4.07,5.64,29.71,209,93.12,196.33,142.18,EH,EH,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Emberiza alcoveri,Emberiza_alcoveri,Emberiza,Emberizidae,Passeriformes,PASSERIFORMES,Emberizidae,Emberiza,14.51,8.66,4.53,5.79,21.73,84.53,16.16,70.33,24.26,EP,EP,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Emeus crassus,Emeus_crassus,Emeus,Emeidae,Dinornithiformes,Extinct,Extinct,Extinct,67.2,26.45,27.66,34.7,216.34,318.76,15.04,94.32,109600,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Eopsaltria sp./Eua,Eopsaltria_sp./Eua,Eopsaltria,Petroicidae,Passeriformes,PASSERIFORMES,Petroicidae,Eopsaltria,15.83,8.89,4.19,4.25,20.87,84.62,19.45,63.27,19.8,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Erithacus sp./Canaries,Erithacus_sp./Canaries,Erithacus,Muscicapidae,Passeriformes,PASSERIFORMES,Muscicapidae,Erithacus,14.77,7.99,3.31,3.4,23.18,74.82,13.58,57.17,17.7,EP,EP,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Erythromachus leguati,Erythromachus_leguati,Erythromachus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,54.64,31.65,4.71,8.5,55.11,160.75,25.69,71.67,449.09,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Erythrura sp./Rota,Erythrura_sp./Rota,Erythrura,Estrildidae,Passeriformes,PASSERIFORMES,Estrildidae,Erythrura,14.04,9.66,6.43,7.88,17.66,63.44,12.47,46.69,19.4,EH,EH,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Eudocimus peruvianus,Eudocimus_peruvianus,Eudocimus,Threskiornithidae,Pelecaniformes,PELECANIFORMES,Threskiornithidae,Eudocimus,138.68,103.59,9.61,15.34,89.06,287.99,95.67,114.76,1052.12,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Eudyptes warhami,Eudyptes_warhami,Eudyptes,Spheniscidae,Sphenisciformes,SPHENISCIFORMES,Spheniscidae,Eudyptes,55.94,34.28,14.96,21.1,29.06,119.12,5.67,77.32,2651.47,EP,EP,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Euphagus magnirostris,Euphagus_magnirostris,Euphagus,Icteridae,Passeriformes,PASSERIFORMES,Icteridae,Euphagus,23.67,14.94,5.5,7.4,29.61,122.77,32.74,93.37,61.05,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Euryapteryx curtus,Euryapteryx_curtus,Euryapteryx,Emeidae,Dinornithiformes,Extinct,Extinct,Extinct,63.38,26.96,29.08,32.99,142.72,249.62,13.83,68.04,40200,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Falco duboisi,Falco_duboisi,Falco,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Falco,25.24,14.85,10.64,14.27,42.55,260.15,124.74,153.16,332.06,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Falco kurochkini,Falco_kurochkini,Falco,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Falco,23.85,14.01,9.82,12.71,42.7,247.03,103.21,135.05,226.7,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Forpus sp./Abaco,Forpus_sp./Abaco,Forpus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Forpus,15.75,12.09,8.05,12.86,10.95,81.59,30.24,43.78,29.1,EPU,EP,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Foudia delloni,Foudia_delloni,Foudia,Ploceidae,Passeriformes,PASSERIFORMES,Ploceidae,Foudia,17.06,11.23,5.66,7.28,21,73,12.3,52.09,26.5,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Fratercula dowi,Fratercula_dowi,Fratercula,Alcidae,Charadriiformes,CHARADRIIFORMES,Alcidae,Fratercula,34.52,24.38,9.64,20.33,27.34,178.77,87.3,52.84,408.95,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Fregilupus varius,Fregilupus_varius,Fregilupus,Sturnidae,Passeriformes,PASSERIFORMES,Sturnidae,Extinct,30.39,21.41,5.54,8.65,38.34,143.38,26.56,109,111.95,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Troglodytidae sp./Azores,Fringilla_sp./Graciosa,Fringilla,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Fringilla,16.56,11.12,6.44,7.71,20.05,89.77,23.27,70.07,27.05,EP,EP,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Fringilla sp./Azores,Fringilla_sp./Pico,Fringilla,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Fringilla,16.58,11.12,6.45,7.73,20.09,89.72,23.17,70.04,27.05,EP,EP,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Fringillidae sp./Madeira,Fringillidae_sp./Madeira,Fringillidae sp.,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,NA,16.27,10.83,5.91,7.39,19.82,81.86,19.9,57.82,25.77,EP,EP,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Fulica chathamensis,Fulica_chathamensis,Fulica,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Fulica,42.56,21.77,8.73,13.94,83.95,260.94,71.95,75.56,1750,EP,EP,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Fulica montanei,Fulica_montanei,Fulica,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Fulica,38.25,19.54,7.15,11.5,68.3,229.08,68.72,61.47,905.9,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Fulica newtonii,Fulica_newtonii,Fulica,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Fulica,40.67,20.92,8.18,12.64,74.39,268.34,83.72,68.77,1060.21,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Fulica prisca,Fulica_prisca,Fulica,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Fulica,40.97,20.57,7.42,12.17,76.17,234.25,67.07,63.45,1000,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Gallicolumba sp./Rota,Gallicolumba_sp./Rota,Gallicolumba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Gallicolumba,22.77,10.63,3.88,5.01,36.17,164.61,44.43,98.7,275,EH,EH,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallicolumba sp./Rurutu1,Gallicolumba_sp./Rurutu1,Gallicolumba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Gallicolumba,21.45,10.01,3.67,4.72,34.17,155.24,42.54,93.24,196,EP,EP,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallicolumba sp./Rurutu2,Gallicolumba_sp./Rurutu2,Gallicolumba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Gallicolumba,21.46,10.03,3.68,4.73,34.25,154.86,42.23,92.97,196,EH,EH,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallicolumba sp./Tubuai,Gallicolumba_sp./Tubuai,Gallicolumba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Gallicolumba,21.43,9.99,3.67,4.72,34.23,154.3,42.05,92.62,196,EP,EP,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallinago kakuki,Gallinago_kakuki,Gallinago,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Gallinago,73.39,57.82,5.33,7.95,35.24,122.98,49.35,53,190.73,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA
Gallinula nesiotis,Gallinula_nesiotis,Gallinula,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallinula,34.26,15.91,5.4,9.67,49.35,139,42.43,67.5,391.78,EH,EH,Yes,Tristan da Cunha Islands,-37.274022,-12.453734,NA,NA,NA,NA,NA,NA
Gallinula sp./Eua,Gallinula_sp./Eua,Gallinula,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallinula,32.63,17.74,5.51,9.59,50.55,178,48.16,70.17,426.3,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Gallirallus astolfoi,Gallirallus_astolfoi,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallinula,33.38,18.41,4.58,8.23,42.86,100.18,4.97,69.11,170,EH,EH,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallirallus epulare,Gallirallus_epulare,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.05,20.25,4.92,9.01,48.9,109.4,5.09,77.12,223.86,EP,EP,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Gallirallus ernstmayri,Gallirallus_ernstmayri,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,40.99,22.36,5.4,9.99,53.99,122.47,5.7,86,291.32,EP,EP,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Gallirallus gracilitibia,Gallirallus_gracilitibia,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.36,20.4,4.95,9.02,48.78,111.84,5.34,77.83,218.82,EP,EP,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Gallirallus huiatua,Gallirallus_huiatua,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,33.81,18.6,4.61,8.36,43.19,101.59,5.1,70.22,176.6,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Gallirallus lafresnayanus,Gallirallus_lafresnayanus,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,58,34.2,6.05,9.75,59.33,184,0.1,107,305.22,EH,EH,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Gallirallus pendiculentus,Gallirallus_pendiculentus,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.12,20.5,5.12,9.45,47.28,109.16,5.88,69.02,235.92,EP,EP,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus pisonii,Gallirallus_pisonii,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.43,20.6,4.99,9.07,49.04,112.43,5.4,76.92,235.92,EP,EP,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus roletti,Gallirallus_roletti,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,39.37,21.69,5.28,9.79,52.25,118.69,5.7,82.52,276.1,EP,EP,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Gallirallus sp./Haafeva,Gallirallus_sp./Haafeva,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.8,20.65,5.02,9.18,50.08,113.24,5.29,79.41,226,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Gallirallus sp./Rurutu,Gallirallus_sp./Rurutu,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.68,20.54,4.99,9.14,50.12,112.84,5.25,79.35,226,EP,EP,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Gallirallus sp./Saipan,Gallirallus_sp./Saipan,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,37.79,20.6,5.02,9.18,50.07,113.13,5.26,79.5,226,EP,EP,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus storrsolsoni,Gallirallus_storrsolsoni,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,36.52,20.04,4.95,9.02,47.95,109.16,5.48,76.78,223.75,EP,EP,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Gallirallus temptatus,Gallirallus_temptatus,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,36.88,20.18,4.94,9.06,48.98,110.88,5.31,76.16,205.92,EP,EP,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Gallirallus vekamatolu,Gallirallus_vekamatolu,Gallirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,41.97,22.85,5.52,10.24,55.88,124.81,5.76,87.62,308.54,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Genyornis newtoni,Genyornis_newtoni,Genyornis,Dromornithidae,Gastornithiformes,Extinct,Extinct,Extinct,247.39,130.67,61.25,73.82,341.1,235,17.94,247.44,2.00E+05,EP,EP,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Geokichla longitarsus,Geokichla_longitarsus,Geokichla,Turdidae,Passeriformes,PASSERIFORMES,Turdidae,Zoothera,22.19,13.1,5.01,5.83,31.6,105.59,24.31,75.43,52.97,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Geotrygon larva,Geotrygon_larva,Geotrygon,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Geotrygon,21.13,9.75,3.41,4.62,33.35,156.94,44.86,87.81,183.76,EP,EP,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Geronogyps reliquus,Geronogyps_reliquus,Geronogyps,Cathartidae,Cathartiformes,ACCIPITRIFORMES,Cathartidae,Extinct,81.9,47.94,24.56,27.93,109.63,568.39,154.45,328.12,6656.58,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Gerygone insularis,Gerygone_insularis,Gerygone,Acanthizidae,Passeriformes,PASSERIFORMES,Acanthizidae,Gerygone,12.22,6.93,2.83,2.84,17.7,53.53,8.65,41.2,6.5,EH,EH,Yes,Lord Howe Islands,-31.579806,159.091911,NA,NA,NA,NA,NA,NA
Gigantohierax suarezi,Gigantohierax_suarezi,Gigantohierax,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Extinct,46.58,27.51,14.26,21.28,77.43,399.79,132.9,253.78,1481.71,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Grallistrix auceps,Grallistrix_auceps,Grallistrix,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Extinct,36.55,20.7,10.76,17.47,63.55,261.2,53.97,143.96,489.7,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Grallistrix erdmani,Grallistrix_erdmani,Grallistrix,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Extinct,33.55,19.03,9.86,15.75,60.02,241.59,52.83,133.15,380.99,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Grallistrix geleches,Grallistrix_geleches,Grallistrix,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Extinct,37.4,21.13,10.76,17.45,67.89,262.88,53.82,150.68,514.04,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
